2 10.4145 0.345280318816
3 10.4842 0.345280318816
4 10.4728 0.345280318816
5 10.5143 0.345280318816
1 10.3958 0.323188107848
2 10.5734 0.323188107848
3 10.5102 0.323188107848
4 10.5350 0.323188107848
5 10.3602 0.307208366319
1 10.5429 0.307208366319
2 10.5457 0.307208366319
3 9.4708 0.307208366319
4 10.4323 0.325633095623
5 10.2059 0.325633095623
1 9.4443 0.325633095623
2 10.5749 0.325633095623
3 10.3933 0.323537391816
4 10.5254 0.323537391816
5 10.2320 0.323537391816
1 10.5257 0.323537391816
2 10.4145 0.328863972326
3 10.2558 0.328863972326
4 10.4209 0.328863972326
5 10.3424 0.328863972326
1 10.2540 0.314194045676
2 7.3616 0.314194045676
4 10.5921 0.314194045676
5 9.4946 0.314194045676
1 10.5956 0.310701205997
2 10.4127 0.310701205997
3 10.3352 0.310701205997
4 10.4112 0.310701205997
5 10.5223 0.307644971278
1 10.2428 0.307644971278
2 10.5008 0.307644971278
3 10.1452 0.307644971278
4 10.5536 0.304676057551
5 2.1713 0.304676057551
4 10.5932 0.304676057551
5 10.1307 0.304676057551
1 10.4035 0.30729568731
2 10.2013 0.30729568731
3 10.3420 0.30729568731
4 10.5915 0.30729568731
5 10.3144 0.285465439319
1 10.5945 0.285465439319
2 10.5903 0.285465439319
3 9.4701 0.285465439319
4 10.4214 0.282147241624
5 10.5431 0.282147241624
1 10.2028 0.282147241624
2 10.4751 0.282147241624
3 10.1638 0.288347032054
4 10.3158 0.288347032054
5 10.5351 0.288347032054
1 10.4913 0.288347032054
2 10.5410 0.297253773234
3 10.3126 0.297253773234
4 10.4038 0.297253773234
5 10.1153 0.297253773234
1 10.4334 0.306597119375
2 10.1338 0.306597119375
3 10.3456 0.306597119375
4 10.1929 0.306597119375
5 5.4138 0.301707143824
4 10.2744 0.301707143824
5 10.2240 0.301707143824
1 10.5224 0.301707143824
2 10.5345 0.306422477391
3 10.3925 0.306422477391
4 10.2932 0.306422477391
5 10.2319 0.306422477391
1 10.3801 0.301881785808
2 3.3438 0.301881785808
4 10.5353 0.301881785808
5 10.2844 0.301881785808
1 10.5951 0.28642597023
2 10.2903 0.28642597023
3 10.4223 0.28642597023
